"49","Could charities benefit from training in #CyberSecurity? 🛰️ Charities are more aware of these issues than last year…",FALSE,0,NA,2019-04-16 07:00:02,TRUE,NA,"1118046374795333635",NA,"<a href=\"https://buffer.com\" rel=\"nofollow\">Buffer</a>","DigiEnable",0,FALSE,FALSE,NA,NA
"50","71% #cybercriminal can breach target's perimeter within 10 hours &amp; getting bigger, better &amp; bolder. Do #CISO have w…",FALSE,1,NA,2019-04-16 06:52:51,TRUE,NA,"1118044566978875392",NA,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","shipramalhotra",1,FALSE,FALSE,NA,NA
"51","And back again @ the Secure Summit in The Hague organised by @ISC2. A day about #CyberCrime #isc2summits #infosec",FALSE,0,NA,2019-04-16 06:44:22,FALSE,NA,"1118042431260372992",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","Jvdweerd",0,FALSE,FALSE,NA,NA
"52","#cybercrime : The Business of Organised Cybercrime - CSO Australia",FALSE,0,NA,2019-04-16 06:42:17,FALSE,NA,"1118041908545298432",NA,"<a href=\"https://ifttt.com\" rel=\"nofollow\">IFTTT</a>","iGloobe_info",0,FALSE,FALSE,NA,NA
"53","#cybercrime : Cops: Former city councilman stole $2.4 million from Aspen Skiing Co. - Glenw…",FALSE,0,NA,2019-04-16 06:42:16,TRUE,NA,"1118041904728432640",NA,"<a href=\"https://ifttt.com\" rel=\"nofollow\">IFTTT</a>","iGloobe_info",0,FALSE,FALSE,NA,NA
"54","#cybercrime : Business Highlights -",FALSE,0,NA,2019-04-16 06:42:16,FALSE,NA,"1118041901578489857",NA,"<a href=\"https://ifttt.com\" rel=\"nofollow\">IFTTT</a>","iGloobe_info",0,FALSE,FALSE,NA,NA
"55","#cybercrime : TSB Promises to Refund All Fraud Victims - Money Expert",FALSE,0,NA,2019-04-16 06:42:14,FALSE,NA,"1118041895525949440",NA,"<a href=\"https://ifttt.com\" rel=\"nofollow\">IFTTT</a>","iGloobe_info",0,FALSE,FALSE,NA,NA
"56","Financial Fraud: Method to Protect Your Finances and Stay One Step Ahead of Cyber Crime! 👉",FALSE,1,NA,2019-04-16 06:35:41,TRUE,NA,"1118040245511974912",NA,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","dizzipay",1,FALSE,FALSE,NA,NA
"57","#Microsoft Admits #Hackers had Access to some Account Details #cybersecurity #cybercrime",FALSE,1,NA,2019-04-16 06:30:01,FALSE,NA,"1118038818966396928",NA,"<a href=\"https://buffer.com\" rel=\"nofollow\">Buffer</a>","AlexQChen",0,FALSE,FALSE,NA,NA
"59","Must read: The Faster The Better: Why Effective #CyberSecurity Management Depends On Rapid Response To Threats &lt;…",FALSE,1,NA,2019-04-16 06:17:51,TRUE,NA,"1118035756788805632",NA,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","CIOReview_India",1,FALSE,FALSE,NA,NA
"60","#cybercrime In Nallasopara West, Maharashtra, ROM WINES is selling wine with the help of children who are around 12…",FALSE,0,NA,2019-04-16 06:12:20,TRUE,NA,"1118034369359126529",NA,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>","AnjanKumarKar",0,FALSE,FALSE,NA,NA
"61","Cyber Security – your main line of defence or should it be your staff? #cybercrime…",FALSE,0,NA,2019-04-16 06:10:08,TRUE,NA,"1118033817699323904",NA,"<a href=\"https://www.hootsuite.com\" rel=\"nofollow\">Hootsuite Inc.</a>","PReynoldsFCCA",0,FALSE,FALSE,NA,NA
"62","Would you know what to do if your business gets hacked? Find out when and how to act, if the worst should happen.…",FALSE,0,NA,2019-04-16 06:05:09,TRUE,NA,"1118032560792199168",NA,"<a href=\"http://smarp.com\" rel=\"nofollow\">Smarp.</a>","PhilippeZimmer2",0,FALSE,FALSE,NA,NA
"63","@AirbnbHelp fiancée’s account hacked last night. Login details changed. £324 attempted theft. Airbnb response needs…",FALSE,0,"AirbnbHelp",2019-04-16 05:59:29,TRUE,NA,"1118031137086029824","2688148651","<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","JoelCatchatoor",0,FALSE,FALSE,NA,NA
"64","Meet Mafia Boy, the “white hat hacker” who knows everything there is to know about infiltrating computer systems |…",FALSE,0,NA,2019-04-16 05:50:04,TRUE,NA,"1118028766389968896",NA,"<a href=\"https://www.hootsuite.com\" rel=\"nofollow\">Hootsuite Inc.</a>","itguys_london",0,FALSE,FALSE,NA,NA
"65","In today's data-driven economy, #cybersecurity is not only about preventing an incident - it's about ensuring busin…",FALSE,0,NA,2019-04-16 05:45:44,TRUE,NA,"1118027677506650112",NA,"<a href=\"http://www.everyonesocial.com\" rel=\"nofollow\">EveryoneSocial</a>","LeonardoCarmo86",0,FALSE,FALSE,NA,NA
"66","ThreatsHub Cybersecurity News | Fake Instagram Apps on Google Play Harvest User Logins -",FALSE,0,NA,2019-04-16 05:40:12,TRUE,NA,"1118026282573467648",NA,"<a href=\"https://www.threatshub.org/blog\" rel=\"nofollow\">Threatshub</a>","ThreatsHub",1,FALSE,FALSE,NA,NA
"67","Just genious!!! Tired of explaining to your colleagues how to react to #phishing #emails? #cybersec #cybersecurity…",FALSE,5,NA,2019-04-16 05:34:19,TRUE,NA,"1118024801396895745",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","JinibaBD",5,FALSE,FALSE,NA,NA
"68","Add an extra layer of security for your email and banking by adding Two-Factor Authentication! You can use #2FA t…",FALSE,0,NA,2019-04-16 05:25:00,TRUE,NA,"1118022457116459009",NA,"<a href=\"https://about.twitter.com/products/tweetdeck\" rel=\"nofollow\">TweetDeck</a>","CyberSafeWarks",1,FALSE,FALSE,NA,NA
"69","And they're at it again. #hackers #cybercrime #cybercriminals Group behind FBI-related hack breaches more sites, m…",FALSE,0,NA,2019-04-16 05:23:27,TRUE,NA,"1118022067050336256",NA,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","XybrCom",0,FALSE,FALSE,NA,NA
"70","Wipro hacked, internal systems used to attack customers: report #Datacenter…",FALSE,2,NA,2019-04-16 05:20:14,TRUE,NA,"1118021260154408960",NA,"<a href=\"https://www.hootsuite.com\" rel=\"nofollow\">Hootsuite Inc.</a>","iDeepakGuptaa",1,FALSE,FALSE,NA,NA
"71","Becoming Virtually Untraceable (Eps2.0_?aduc=X38fwUS1555391404821!nt3rm3d14t3_T3chn1qu3s.pdf?aduc=X38fwUS1555391404…",FALSE,0,NA,2019-04-16 05:10:04,TRUE,NA,"1118018701700292608",NA,"<a href=\"https://www.smedian.com\" rel=\"nofollow\">Smedian Network</a>","z3roTrust",0,FALSE,FALSE,NA,NA
