no,text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude,
11,"@SenAlexander \It is wrong to say there are no risks to vaccines\""...\""Even the government admits that children are s…""",FALSE,3,SenAlexander,3/6/19 18:27,TRUE,1.10309E+18,1.10336E+18,76649729,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",CoercedTaxSlave,0,FALSE,FALSE,NA,NA,
12,"Signage at Piedmont Hospital &amp; rightfully so! There’s a 2nd #flu wave breaking Per ⁦@DrBenSpitalnick⁩, ‘...best way…",FALSE,1,NA,3/6/19 18:17,TRUE,NA,1.10336E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",RhonaA_PhD,1,FALSE,FALSE,NA,NA,
13,"Remember when this should've been a big story last month, but the corporate media ignored it? We do. RT #Vaccines g…",FALSE,130,NA,3/6/19 18:00,TRUE,NA,1.10335E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",HighWireTalk,108,FALSE,FALSE,NA,NA,
14,Did your doctor tell you the #FluShot INCREASES respiratory issues 4.4 times? #STUDY: Increased Risk of Noninflue…,FALSE,11,NA,3/6/19 17:47,TRUE,NA,1.10335E+18,NA,"<a href=\http://ViraBurnayeva.com\"" rel=\""nofollow\"">Vaccines and Homeopathy News</a>""",ViraBurnayeva,7,FALSE,FALSE,NA,NA,
15,Get your #FluShot or your kid’ll get the #Autisms 💉,FALSE,0,NA,3/6/19 17:20,FALSE,NA,1.10334E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",Gr8nessNaHoodie,0,FALSE,FALSE,NA,NA,
16,It’s not too late to protect yourself from the flu! #FluShot #FluSeason,FALSE,0,NA,3/6/19 16:38,FALSE,NA,1.10333E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",WayneCoHD,0,FALSE,FALSE,NA,NA,
17,"From the seasonal influenza (flu) shot to tetanus shots, at DuPage Immediate Care we offer a variety of vaccines to…",FALSE,0,NA,3/6/19 15:36,TRUE,NA,1.10332E+18,NA,"<a href=\https://www.socialreport.com\"" rel=\""nofollow\"">SocialReport.com</a>""",dupage_care,0,FALSE,FALSE,NA,NA,
18,"FLUZONE #Flu #Vaccine, p 21: mL dose from the multi-dose vial contains 25 mcg #Mercury…",FALSE,1,NA,3/6/19 15:27,TRUE,NA,1.10332E+18,NA,"<a href=\http://ViraBurnayeva.com\"" rel=\""nofollow\"">Vaccines and Homeopathy News</a>""",ViraBurnayeva,0,FALSE,FALSE,NA,NA,
19,#ICYMI Officials say this #FluSeason has yet to peak! Read our #WellnessWednesday- How to Avoid the #Flu with Nurse…,FALSE,1,NA,3/6/19 14:16,TRUE,NA,1.1033E+18,NA,"<a href=\https://www.blog2social.com\"" rel=\""nofollow\"">Blog2Social APP</a>""",HCNowRadio,1,FALSE,FALSE,NA,NA,
20,#FDA's #Flu #Vaccine committee is discussing if early #influenza #Vaccination is responsible for 0% effectiveness w…,FALSE,0,Potrblog,3/6/19 14:01,TRUE,1.10329E+18,1.10329E+18,292493063,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",Potrblog,1,FALSE,FALSE,NA,NA,
21,Flu or Cold? #QualityCare #QualityUrgentCare #SanAntonio…,FALSE,1,NA,3/6/19 14:00,TRUE,NA,1.10329E+18,NA,"<a href=\https://eclincher.com\"" rel=\""nofollow\"">eClincher</a>""",QualityCare_TX,0,FALSE,FALSE,NA,NA,
22,FDA's #Influenza #Vaccine composition meeting for the US 2019-2020 #FLUshot is live and can be watched at this link…,FALSE,1,Potrblog,3/6/19 13:31,TRUE,1.10298E+18,1.10329E+18,292493063,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",Potrblog,0,FALSE,FALSE,NA,NA,
23,@Awithonelison @ChipQuasney @cspan @RandPaul @SenRandPauI Actually science proves that vaccinated people DO spread…,FALSE,0,Awithonelison,3/6/19 13:20,TRUE,1.10328E+18,1.10328E+18,2338214224,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",CoercedTaxSlave,0,FALSE,FALSE,NA,NA,
24,@VeritasEver @doctorsensation All you have is FAITH and BLIND TRUST that vaccines never tested against an inert pla…,FALSE,2,VeritasEver,3/6/19 13:11,TRUE,1.1032E+18,1.10328E+18,1468323792,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",CoercedTaxSlave,0,FALSE,FALSE,NA,NA,
25,"@kylegriffin1 Even before vaccines, you were far more likely to die in a car accident than from measles. Death fro…",FALSE,0,kylegriffin1,3/6/19 4:34,TRUE,1.10295E+18,1.10315E+18,32871086,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",CoercedTaxSlave,0,FALSE,FALSE,NA,NA,
26,@autism_vaccine @thereal_truther @CryptoNLtrader @doctorsensation The aluminum level in the autistic brain was so h…,FALSE,0,autism_vaccine,3/6/19 2:09,TRUE,1.10303E+18,1.10312E+18,1.09906E+18,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",CoercedTaxSlave,0,FALSE,FALSE,NA,NA,
27,@AlexMurdoch7 @CryptoNLtrader @thereal_truther @doctorsensation Vaccines are the steaming pile of dung you refer to…,FALSE,0,AlexMurdoch7,3/6/19 2:01,TRUE,1.10305E+18,1.10311E+18,991145522,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",CoercedTaxSlave,0,FALSE,FALSE,NA,NA,
29,Wash your hands folks! @Allegheny_Co has the second highest number of #flu cases in Pennsylvania. #Flushot…,FALSE,0,NA,3/5/19 23:18,TRUE,NA,1.10307E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",DavidSpurgeon4J,1,FALSE,FALSE,NA,NA,
30,"Have you gotten your flu shot? If not, call St. Luke and we'll set you up! #StLuke #FluShot",FALSE,0,NA,3/5/19 23:14,FALSE,NA,1.10307E+18,NA,"<a href=\https://www.socialreport.com\"" rel=\""nofollow\"">SocialReport.com</a>""",StLukeMT,0,FALSE,FALSE,NA,NA,
31,"Can the #flushot cause a pregnant woman to miscarry? No, absolutely not.",FALSE,2,NA,3/5/19 22:04,FALSE,NA,1.10305E+18,NA,"<a href=\https://buffer.com\"" rel=\""nofollow\"">Buffer</a>""",VaccinateIN,0,FALSE,FALSE,NA,NA,
32,"#InfectiousDiseases A-Z: If you skipped getting an annual #FluShot, @DrPritishTosh says it's not too late! Nearly 2…",FALSE,16,NA,3/5/19 21:28,TRUE,NA,1.10304E+18,NA,"<a href=\https://www.sprinklr.com\"" rel=\""nofollow\"">Sprinklr</a>""",MayoClinic,13,FALSE,FALSE,NA,NA,
33,The #flushot benefits everyone in the community: #fluvaccines,FALSE,0,NA,3/5/19 21:00,FALSE,NA,1.10304E+18,NA,"<a href=\https://www.hootsuite.com\"" rel=\""nofollow\"">Hootsuite Inc.</a>""",CareDox,0,FALSE,FALSE,NA,NA,
34,Do #Birds and #Airplanes have to get a “Flew Shot?” 🤔 #ThoughtoftheDay #FluShot,FALSE,0,NA,3/5/19 20:36,FALSE,NA,1.10303E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",Mark_MeWords,0,FALSE,FALSE,NA,NA,
35,"@autism_vaccine @thereal_truther @CryptoNLtrader @doctorsensation So you, a pro vaccine advocate, will agree that c…",FALSE,0,autism_vaccine,3/5/19 19:48,TRUE,1.10302E+18,1.10302E+18,1.09906E+18,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",CoercedTaxSlave,0,FALSE,FALSE,NA,NA,
36,"@autism_vaccine @thereal_truther @CryptoNLtrader @doctorsensation Oh, I forgot to mention that the MMR vaccine was…",FALSE,5,CoercedTaxSlave,3/5/19 19:42,TRUE,1.10302E+18,1.10302E+18,32517621,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",CoercedTaxSlave,7,FALSE,FALSE,NA,NA,
37,"@autism_vaccine @thereal_truther @CryptoNLtrader @doctorsensation So if I change the word (semantics) to \doses\"" th…""",FALSE,8,autism_vaccine,3/5/19 19:34,TRUE,1.10294E+18,1.10302E+18,1.09906E+18,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",CoercedTaxSlave,10,FALSE,FALSE,NA,NA,
38,"How does our in-school, no-cost #flushot program work? Learn more:",FALSE,0,NA,3/5/19 19:10,FALSE,NA,1.10301E+18,NA,"<a href=\https://www.hootsuite.com\"" rel=\""nofollow\"">Hootsuite Inc.</a>""",CareDox,0,FALSE,FALSE,NA,NA,
39,@emartinez78987 @DerekCressman It is also common knowledge among immunologists that many vaccines are not even desi…,FALSE,0,CoercedTaxSlave,3/5/19 19:05,TRUE,1.10301E+18,1.10301E+18,32517621,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",CoercedTaxSlave,0,FALSE,FALSE,NA,NA,
40,"Back to the flu shot thing: If the government mandated the flu shot every year, we would save thousands of America…",FALSE,2,colorblindk1d,3/5/19 18:58,TRUE,1.10301E+18,1.10301E+18,7.11667E+17,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",colorblindk1d,1,FALSE,FALSE,NA,NA,
41,"Happy to see some patients are still asking for the #flushot. Late is better than never, especially considering t…",FALSE,5,NA,3/5/19 18:52,TRUE,NA,1.10301E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",DrPChouinard,3,FALSE,FALSE,NA,NA,
42,Some ways to make sure you don't contract or spread the flu: 1) Get a #FluShot 2) Cover ur mouth &amp; hands when you…,FALSE,3,NA,3/5/19 17:34,TRUE,NA,1.10299E+18,NA,"<a href=\https://sproutsocial.com\"" rel=\""nofollow\"">Sprout Social</a>""",KCMOHealthDept,0,FALSE,FALSE,NA,NA,
43,"Ugh, the flu sucks. Ant, Hetti, and I are walking zombies right now. #flusucks #zombie #flushot",FALSE,0,NA,3/5/19 17:24,FALSE,NA,1.10298E+18,NA,"<a href=\http://instagram.com\"" rel=\""nofollow\"">Instagram</a>""",AuthorLMFry,0,FALSE,FALSE,NA,NA,
44,Don’t let the #flu keep you from celebrating Mardi Gras – there’s still time to get your flu shot! #flushot…,FALSE,0,NA,3/5/19 17:00,TRUE,NA,1.10298E+18,NA,"<a href=\https://sproutsocial.com\"" rel=\""nofollow\"">Sprout Social</a>""",QualityInsights,0,FALSE,FALSE,NA,NA,
45,Attend the #FDA's 2018-2019 #Flu #vaccine selection #WEBEX Wednesday at you want to und…,FALSE,1,Potrblog,3/5/19 16:55,TRUE,1.10277E+18,1.10298E+18,292493063,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",Potrblog,0,FALSE,FALSE,NA,NA,
46,#FLUSHOT #VACCINES So called smart people believe these Scientist. Those shots are not good for EVERYONE.-PERIOD My…,FALSE,1,NA,3/5/19 15:47,TRUE,NA,1.10296E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",tatumjobs,0,FALSE,FALSE,NA,NA,
47,The #flu season isn’t over yet. There is still time to get the #flushot. Our Nereyda Franco shares more via…,FALSE,2,NA,3/5/19 14:30,TRUE,NA,1.10294E+18,NA,"<a href=\https://www.hootsuite.com\"" rel=\""nofollow\"">Hootsuite Inc.</a>""",MontefioreNYC,1,FALSE,FALSE,NA,NA,
48,"On WCAX Facebook page for this article, in the comments it was stated this child had the Flu Shot! #Vermont child d…",FALSE,0,NA,3/5/19 13:34,TRUE,NA,1.10293E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",klp1965,0,FALSE,FALSE,NA,NA,
49,"Vaccines DO NOT require double blind placebo studies. Did you know that for testing FLUBLOK vaccine, other #Flu…",FALSE,13,NA,3/5/19 6:17,TRUE,NA,1.10282E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",ViraBurnayeva,9,FALSE,FALSE,NA,NA,
50,@bob_hound @CryptoNLtrader @thereal_truther @doctorsensation Here is a must read book that has over 400 studies sho…,FALSE,0,CoercedTaxSlave,3/5/19 5:56,TRUE,1.1028E+18,1.10281E+18,32517621,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",CoercedTaxSlave,0,FALSE,FALSE,NA,NA,
51,@bob_hound @CryptoNLtrader @thereal_truther @doctorsensation If you want scientific studies showing the numerous da…,FALSE,0,bob_hound,3/5/19 5:32,TRUE,1.10279E+18,1.1028E+18,1424303576,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",CoercedTaxSlave,0,FALSE,FALSE,NA,NA,
52,@AdamSchiff #BigPharma schill #CORRUPTION #kickbacks #lobbying #DrainTheSwamp #flushot,FALSE,0,AdamSchiff,3/5/19 5:09,FALSE,NA,1.1028E+18,133028836,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",strait328,0,FALSE,FALSE,NA,NA,
53,"We should know more from the Wed 3/6 #VRBPAC #FluShot meeting, until then this chart from the Oct meeting indicates…",FALSE,0,Potrblog,3/5/19 3:12,TRUE,1.10269E+18,1.10277E+18,292493063,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",Potrblog,0,FALSE,FALSE,NA,NA,
54,Are you avoiding getting the #FluShot because you’ve heard the vaccine can be dangerous and cause side effects? Her…,FALSE,3,NA,3/4/19 22:56,TRUE,NA,1.1027E+18,NA,"<a href=\https://sproutsocial.com\"" rel=\""nofollow\"">Sprout Social</a>""",bcbssc,1,FALSE,FALSE,NA,NA,
55,"#DidYouKnow multi-dose #Flu #vaccines - the ones that most people are exposed to, like FLUZONE, FLUVIRIN, FLUCELVAX…",FALSE,2,NA,3/4/19 22:40,TRUE,NA,1.1027E+18,NA,"<a href=\http://ViraBurnayeva.com\"" rel=\""nofollow\"">Vaccines and Homeopathy News</a>""",ViraBurnayeva,3,FALSE,FALSE,NA,NA,
56,Need a #FluShot,FALSE,1,NA,3/4/19 21:59,FALSE,NA,1.10269E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",ksiielpaso,1,FALSE,FALSE,NA,NA,
57,"How can you tell if you have a cold or the flu? Check out this infographic to see which symptoms you have, and if y…",FALSE,1,NA,3/4/19 21:23,TRUE,NA,1.10268E+18,NA,"<a href=\https://buffer.com\"" rel=\""nofollow\"">Buffer</a>""",FQHealth,0,FALSE,FALSE,NA,NA,
58,"Nurse Warns of \Biogenics [Biologics]\"" &amp; Forced #Flu Shots Happening in US Hospitals""",FALSE,0,NA,3/4/19 20:20,TRUE,NA,1.10267E+18,NA,"<a href=\http://ViraBurnayeva.com\"" rel=\""nofollow\"">Vaccines and Homeopathy News</a>""",ViraBurnayeva,1,FALSE,FALSE,NA,NA,
59,Spot flu symptoms in kids and know your treatment options. #flushot #fluseason #flu,FALSE,0,NA,3/4/19 17:09,FALSE,NA,1.10262E+18,NA,"<a href=\https://sproutsocial.com\"" rel=\""nofollow\"">Sprout Social</a>""",ParkNicollet,0,FALSE,FALSE,NA,NA,
60,"The truth is, the flu shot won’t give you the flu, but not getting it can mean dire consequences for you and others…",FALSE,1,NA,3/4/19 17:02,TRUE,NA,1.10262E+18,NA,"<a href=\https://www.hootsuite.com\"" rel=\""nofollow\"">Hootsuite Inc.</a>""",WalkerFamCare,0,FALSE,FALSE,NA,NA,
61,"Some flu vaccines are made with a bit of egg protein, so those with an egg allergy shouldn't seek out this vaccine.…",FALSE,0,NA,3/4/19 16:58,TRUE,NA,1.10261E+18,NA,"<a href=\https://www.socialreport.com\"" rel=\""nofollow\"">SocialReport.com</a>""",StMichaelsER,0,FALSE,FALSE,NA,NA,
62,@jimmyfallon looks scared getting #FluShot. #Bravery is doing the right thing even when scared. TY for protecting b…,FALSE,0,jimmyfallon,3/4/19 16:55,TRUE,NA,1.10261E+18,15485441,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",IAmTheHerd,0,FALSE,FALSE,NA,NA,
63,"@CryptoNLtrader @thereal_truther @doctorsensation With 72 vaccines on its childhood schedule, the US has the most c…",FALSE,1,CoercedTaxSlave,3/4/19 14:13,TRUE,1.10257E+18,1.10257E+18,32517621,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",CoercedTaxSlave,1,FALSE,FALSE,NA,NA,
64,"If you haven’t already gotten your #FluShot, it’s not too late. Stop by our pharmacy today!",FALSE,0,NA,3/4/19 14:01,FALSE,NA,1.10257E+18,NA,"<a href=\https://www.hootsuite.com\"" rel=\""nofollow\"">Hootsuite Inc.</a>""",WestConcordRx,0,FALSE,FALSE,NA,NA,
67,"#Flu activity is widespread across the U.S., but we haven’t hit peak season yet. It's not too late to get your…",FALSE,0,NA,3/4/19 13:39,TRUE,NA,1.10256E+18,NA,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",NoraConnect,0,FALSE,FALSE,NA,NA,
68,I love how my family has stayed healthy this winter! Are your kids picky habits ? Have they missing school or you…,FALSE,1,NA,3/4/19 6:56,TRUE,NA,1.10246E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",mikesno1girl,0,FALSE,FALSE,NA,NA,
69,#DidYouKnow that #GMO #Flu vaccine Flublock contains insect virus #DNA &amp; armyworm cell proteins?…,FALSE,1,NA,3/4/19 6:23,TRUE,NA,1.10245E+18,NA,"<a href=\http://ViraBurnayeva.com\"" rel=\""nofollow\"">Vaccines and Homeopathy News</a>""",ViraBurnayeva,3,FALSE,FALSE,NA,NA,
70,A two-phase #STUDY provided new evidence supporting an association between #Thimerosal-containing #vaccines &amp; the s…,FALSE,1,NA,3/4/19 5:03,TRUE,NA,1.10243E+18,NA,"<a href=\http://ViraBurnayeva.com\"" rel=\""nofollow\"">Vaccines and Homeopathy News</a>""",ViraBurnayeva,2,FALSE,FALSE,NA,NA,
71,#FluShot Critical for #COPD Sufferers - Newsmax -,FALSE,2,NA,3/4/19 2:56,FALSE,NA,1.1024E+18,NA,"<a href=\https://sproutsocial.com\"" rel=\""nofollow\"">Sprout Social</a>""",ChronicRights,3,FALSE,FALSE,NA,NA,
73,Got the chills? Feeling feverish? It's STILL flu season! Visit us at NOWmed today to get checked out! We're open un…,FALSE,0,NA,3/3/19 22:07,TRUE,NA,1.10233E+18,NA,"<a href=\https://buffer.com\"" rel=\""nofollow\"">Buffer</a>""",NOWmedUC,0,FALSE,FALSE,NA,NA,
74,Fight the Flu - Take 3 CDC Says Best Prevention is to have #flushot ages 6 months and older - Protect Yourself NOW…,FALSE,0,NA,3/3/19 21:25,TRUE,NA,1.10232E+18,NA,"<a href=\https://buffer.com\"" rel=\""nofollow\"">Buffer</a>""",hyltonlightman,0,FALSE,FALSE,NA,NA,
75,#STUDY: Prevention of #Influenza Episodes with #Colostrum Compared with #Vaccination in Healthy &amp; High-Risk Cardiov…,FALSE,3,NA,3/3/19 20:22,TRUE,NA,1.1023E+18,NA,"<a href=\http://ViraBurnayeva.com\"" rel=\""nofollow\"">Vaccines and Homeopathy News</a>""",ViraBurnayeva,2,FALSE,FALSE,NA,NA,
76,The flu: Don’t pass it on! Check out this short video by @GovCanHealth #GetImmunized #FluShot,FALSE,0,NA,3/3/19 19:55,FALSE,NA,1.1023E+18,NA,"<a href=\https://www.hootsuite.com\"" rel=\""nofollow\"">Hootsuite Inc.</a>""",SMDhealthunit,0,FALSE,FALSE,NA,NA,
77,I’m not getting the #FluShot next year!,FALSE,0,NA,3/3/19 19:05,FALSE,NA,1.10228E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",FromPO2BO,0,FALSE,FALSE,NA,NA,
78,"@godless_mom If you are doomed, it only because recently vaccinated children spread viruses, and infect others arou…",FALSE,0,godless_mom,3/3/19 18:23,TRUE,1.09429E+18,1.10227E+18,815680,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",CoercedTaxSlave,0,FALSE,FALSE,NA,NA,
79,@CatrinaSoprano Your statement makes no sense. You are blaming anti vaxxers for a vaccinated child getting the mump…,FALSE,0,CatrinaSoprano,3/3/19 18:17,TRUE,1.10219E+18,1.10227E+18,29717287,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",CoercedTaxSlave,0,FALSE,FALSE,NA,NA,
80,"@TKEducator Since children recently vaccinated spread viruses for weeks or months after being vaccinated, infecting…",FALSE,0,TKEducator,3/3/19 18:09,TRUE,1.09944E+18,1.10227E+18,8.45065E+17,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",CoercedTaxSlave,0,FALSE,FALSE,NA,NA,
81,Have you had your #flushot? Even healthy people can get the flu and spread it to loved ones and friends.,FALSE,0,NA,3/3/19 18:01,FALSE,NA,1.10227E+18,NA,"<a href=\https://www.socialjukebox.com\"" rel=\""nofollow\"">The Social Jukebox</a>""",WomensHealthCT,0,FALSE,FALSE,NA,NA,
82,"@MarkLevineNYC VACCINES DO CAUSE AUTISM, and increase autism 340% in black boys, according to a CDC study that was…",FALSE,2,MarkLevineNYC,3/3/19 17:54,TRUE,1.10146E+18,1.10227E+18,17143007,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",CoercedTaxSlave,4,FALSE,FALSE,NA,NA,
83,"@ohnopaige No thanks, I will pass on injecting mercury and aluminum neurotoxin nanoparticles, retrovirus contaminan…",FALSE,1,ohnopaige,3/3/19 17:42,TRUE,1.10177E+18,1.10226E+18,58084404,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",CoercedTaxSlave,0,FALSE,FALSE,NA,NA,
84,"#FluShot because vaccines are important, as well as #CoughColdRelief because this should not be a choice. Use both…",FALSE,1,NA,3/3/19 17:34,TRUE,NA,1.10226E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",thatgreygentlem,0,FALSE,FALSE,NA,NA,
85,@jpsportsminer @badzoot7 @KimPaddockASD @VeritasEver @SueQuez @Siubhan_H @ThisMomHCN @Plasticdoe @mcfunny…,FALSE,0,jpsportsminer,3/3/19 17:33,TRUE,1.10226E+18,1.10226E+18,610917204,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",BeckyJohnson222,0,FALSE,FALSE,NA,NA,
87,"Hey guess what? I got the flu shot and did not get the flu, because that's a myth. Thanks for coming ti my TED talk. #flushot",FALSE,0,NA,3/3/19 16:24,FALSE,NA,1.10224E+18,NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",sldnsfw,0,FALSE,FALSE,NA,NA,
88,Flu season continues through the end of the month. Just because you've lasted this long does not mean you will avoi…,FALSE,3,NA,3/3/19 15:30,TRUE,NA,1.10223E+18,NA,"<a href=\https://www.hootsuite.com\"" rel=\""nofollow\"">Hootsuite Inc.</a>""",nycHealthy,1,FALSE,FALSE,NA,NA,
89,"I’m the worst when I’m sick... I got my #flushot, so I hope it’s just a cold! 🤒Me right now:",FALSE,0,NA,3/3/19 4:01,FALSE,NA,1.10206E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",dazzlingrambles,0,FALSE,FALSE,NA,NA,
90,#STUDY: #Colostrum &amp; immunomodulator Bifivir are significantly more effective than anti-flu #vaccination in the pre…,FALSE,2,NA,3/3/19 3:01,TRUE,NA,1.10204E+18,NA,"<a href=\http://ViraBurnayeva.com\"" rel=\""nofollow\"">Vaccines and Homeopathy News</a>""",ViraBurnayeva,0,FALSE,FALSE,NA,NA,
92,If anyone is wondering Infleunza type A is a killer. 7 days and barely a glimmer of getting better. #flushot #sometimeitgetsyouanyway,FALSE,0,NA,3/3/19 1:08,FALSE,NA,1.10201E+18,NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",MattPurpleHayes,0,FALSE,FALSE,NA,NA,
93,@kyle_j_kranz And don’t forget that #flushot! 👍👍#whyivax,FALSE,1,kyle_j_kranz,3/3/19 0:14,FALSE,1.10198E+18,1.102E+18,705340135,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",EwEdmiston,0,FALSE,FALSE,NA,NA,
94,"Dr. Sharon Thompson \All vaccines given to children no longer have mercury.\"" What about the #FluShot given to pre…""",FALSE,0,NA,3/2/19 22:30,TRUE,NA,1.10197E+18,NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",BeckyJohnson222,0,FALSE,FALSE,NA,NA,
95,"at the 1m40s mark, I give a #flushot cuz I believe it protects this boy from @ least 3 possible strains of #flu &amp; f…",FALSE,0,NA,3/2/19 20:38,TRUE,NA,1.10195E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",GatewayMedic,0,FALSE,FALSE,NA,NA,
96,My favorite kinda flu shot! #flushot #wellness #holistichealth #holisticnutrition #plantbased #vegan #powerofnature…,FALSE,1,NA,3/2/19 19:36,TRUE,NA,1.10193E+18,NA,"<a href=\http://instagram.com\"" rel=\""nofollow\"">Instagram</a>""",RochelleVonK,0,FALSE,FALSE,NA,NA,
97,How to make it through the rest of cold and flu season without getting sick ⁦@BostonGlobe⁩ ⁦@SimmonsUniv⁩…,FALSE,2,NA,3/2/19 18:12,TRUE,NA,1.10191E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",hygienehealth,2,FALSE,FALSE,NA,NA,
98,Have you had your #flushot? Side effects of #flu vaccines are usually mild in adults and don't occur often.,FALSE,0,NA,3/2/19 17:01,FALSE,NA,1.10189E+18,NA,"<a href=\https://www.socialjukebox.com\"" rel=\""nofollow\"">The Social Jukebox</a>""",WomensHealthCT,0,FALSE,FALSE,NA,NA,
99,"Another reason to get your #flushot every year. Seriously, read through to the last paragraphs. #SpanishFlu…",FALSE,0,NA,3/2/19 16:41,TRUE,NA,1.10189E+18,NA,"<a href=\http://www.facebook.com/twitter\"" rel=\""nofollow\"">Facebook</a>""",skurdoo,0,FALSE,FALSE,NA,NA,
100,@Rfaamrullah #STUDY: #FluShot Induces 4.4-Fold INCREASE in Non-Flu Acute Respiratory Infections…,FALSE,1,ViraBurnayeva,3/2/19 16:30,TRUE,1.10188E+18,1.10188E+18,424664120,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",ViraBurnayeva,1,FALSE,FALSE,NA,NA,
101,@Rfaamrullah it's safer to NOT vaccinate against #Flu. There are alternatives for #FluVaccine that prevent flu more…,FALSE,1,Rfaamrullah,3/2/19 16:21,TRUE,1.10187E+18,1.10188E+18,9.41285E+17,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",ViraBurnayeva,2,FALSE,FALSE,NA,NA,
102,Flu season worsens as swine flu cases increase... #fluseason #flu #2019flu #flushot…,FALSE,0,NA,3/2/19 16:07,TRUE,NA,1.10188E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",BoomerBaby54,0,FALSE,FALSE,NA,NA,
