no,text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude,,,,,,,,,,,,,,,,,,,,,,
329,James Hughes who attends our weekly development sessions @uunisport with @laurakerrani produced this Personal Best…,FALSE,6,NA,2/27/19 20:41,TRUE,NA,1.10E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",Dean_UU_ANI,2,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
330,#glossy #eyes and #lips for @dazed with @ianisiah #shot charlieengman #styling @matttholmes #hair #shingo #makeup…,FALSE,0,NA,2/27/19 20:38,TRUE,NA,1.10E+18,NA,"<a href=\http://instagram.com\"" rel=\""nofollow\"">Instagram</a>""",ayaminishimura,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
331,Whew! She took toooo long to say if he still had a #Shot! #DivorceCourt,FALSE,1,NA,2/27/19 20:24,FALSE,NA,1.10E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",divorcecourt,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
332,@GDScore @Dean36ashton10 @71Gman @G_Mummas7 @RookeryParkGC Saw that #Live almost chocked on my cappuccino👏🏼👏🏼 #shot…,FALSE,2,GDScore,2/27/19 19:34,TRUE,1.10E+18,1.10E+18,412168555,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",guff77,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
334,Is Punjab a Country? #pakistan #shot #indian #jets #kashmir #border #crisis #deepens,FALSE,0,NA,2/27/19 17:44,FALSE,NA,1.10E+18,NA,"<a href=\https://www.mapsofworld.com/answers/\"" rel=\""nofollow\"">mow_answers_twitter</a>""",mapsofworld,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
335,In Which Script Is Punjabi Written? #pakistan #shot #indian #jets #kashmir #border #crisis #deepens,FALSE,0,NA,2/27/19 17:44,FALSE,NA,1.10E+18,NA,"<a href=\https://www.mapsofworld.com/answers/\"" rel=\""nofollow\"">mow_answers_twitter</a>""",mapsofworld,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
336,Who was Radcliffe and why the line he drew is called the Bloody Line? #pakistan #shot…,FALSE,0,NA,2/27/19 17:43,TRUE,NA,1.10E+18,NA,"<a href=\https://www.mapsofworld.com/answers/\"" rel=\""nofollow\"">mow_answers_twitter</a>""",mapsofworld,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
337,What are SAARC countries? #pakistan #shot #indian #jets #kashmir #border #crisis #deepens,FALSE,0,NA,2/27/19 17:43,FALSE,NA,1.10E+18,NA,"<a href=\https://www.mapsofworld.com/answers/\"" rel=\""nofollow\"">mow_answers_twitter</a>""",mapsofworld,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
338,How did India get its independence? #pakistan #shot #indian #jets #kashmir #border #crisis #deepens,FALSE,0,NA,2/27/19 17:43,FALSE,NA,1.10E+18,NA,"<a href=\https://www.mapsofworld.com/answers/\"" rel=\""nofollow\"">mow_answers_twitter</a>""",mapsofworld,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
339,Does slavery still exist in the world? #pakistan #shot #indian #jets #kashmir #border #crisis #deepens,FALSE,0,NA,2/27/19 17:43,FALSE,NA,1.10E+18,NA,"<a href=\https://www.mapsofworld.com/answers/\"" rel=\""nofollow\"">mow_answers_twitter</a>""",mapsofworld,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
340,"What are the popular places to visit in Srinagar, India? #pakistan #shot #indian #jets…",FALSE,0,NA,2/27/19 17:43,TRUE,NA,1.10E+18,NA,"<a href=\https://www.mapsofworld.com/answers/\"" rel=\""nofollow\"">mow_answers_twitter</a>""",mapsofworld,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
341,How many primary-age children are out-of-school? #pakistan #shot #indian #jets #kashmir #border #crisis #deepens,FALSE,0,NA,2/27/19 17:43,FALSE,NA,1.10E+18,NA,"<a href=\https://www.mapsofworld.com/answers/\"" rel=\""nofollow\"">mow_answers_twitter</a>""",mapsofworld,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
342,Is Balochistan Part of Pakistan? #pakistan #shot #indian #jets #kashmir #border #crisis #deepens,FALSE,0,NA,2/27/19 17:43,FALSE,NA,1.10E+18,NA,"<a href=\https://www.mapsofworld.com/answers/\"" rel=\""nofollow\"">mow_answers_twitter</a>""",mapsofworld,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
343,Is Pakistan a Terrorist State? #pakistan #shot #indian #jets #kashmir #border #crisis #deepens,FALSE,0,NA,2/27/19 17:43,FALSE,NA,1.10E+18,NA,"<a href=\https://www.mapsofworld.com/answers/\"" rel=\""nofollow\"">mow_answers_twitter</a>""",mapsofworld,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
344,Are India and Pakistan at War? #pakistan #shot #indian #jets #kashmir #border #crisis #deepens,FALSE,0,NA,2/27/19 17:43,FALSE,NA,1.10E+18,NA,"<a href=\https://www.mapsofworld.com/answers/\"" rel=\""nofollow\"">mow_answers_twitter</a>""",mapsofworld,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
345,Bridge shot. Demi and Levi. @RiskTakers7 #myfavourite #shot #sunset #bridge #dop #dramaticshot #scenic #friends…,FALSE,0,NA,2/27/19 17:30,TRUE,NA,1.10E+18,NA,"<a href=\http://instagram.com\"" rel=\""nofollow\"">Instagram</a>""",RiskTakers7,1,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
346,#Shot check out this live performance of @walkerhayes #90sCountry:,FALSE,0,NA,2/27/19 17:14,FALSE,NA,1.10E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",MorningHangover,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
347,136. Relaxing place - #stone #water #zen #namaste🕉 #nature #mothernature #color #feelings #moodoftheday #instagood…,FALSE,2,NA,2/27/19 17:04,TRUE,NA,1.10E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",MarieChalandre,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
348,"Get in front of the leading #bartenders and #bar directors of #USA Hurry up, Enter your #spirits at…",FALSE,0,NA,2/27/19 17:01,TRUE,NA,1.10E+18,NA,"<a href=\https://buffer.com\"" rel=\""nofollow\"">Buffer</a>""",Top100SpiritBSA,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
349,#happy @birthday to @birthdatgirl @xseasickx #new #shot at my #studio #gothic #alt #altmodel #alternative #tattoo…,FALSE,1,NA,2/27/19 16:40,TRUE,NA,1.10E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",digi_mechanic,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
350,Damn. I used to think this Might be the best #shot ever...(regular season),FALSE,0,NA,2/27/19 16:05,FALSE,NA,1.10E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",SamediBenjamin,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
351,"Check out F. Meyer Distillerie #Shot #glass, #Alsace, #France, and Mexico souvenir shot glass #FMeyer…",FALSE,0,NA,2/27/19 16:01,TRUE,NA,1.10E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",rjpaschall,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
352,"I felt like you needed a #WCW so here you go 💋. . . Happy Hump Day 😉 #Shot by @IslandBoiPhotog @ DUMBO, Brooklyn",FALSE,0,NA,2/27/19 15:58,FALSE,NA,1.10E+18,NA,"<a href=\http://instagram.com\"" rel=\""nofollow\"">Instagram</a>""",iamleaanderson,0,FALSE,FALSE,-73.98959398,40.703253,,,,,,,,,,,,,,,,,,,,,,
353,#WednesdayThoughts RT @sundeejo2002: Beer Bottle Shot Glass Chaser Sets 🎁 #beer #bottle #shot #glass #giftideas…,FALSE,1,NA,2/27/19 15:49,TRUE,NA,1.10E+18,NA,"<a href=\https://script.google.com/macros/s/AKfycbwWSRgdQ7ji6TH1njlimjZiM81M7MdHA34BliELlrANouhfIBXz/exec\"" rel=\""nofollow\"">PrometheusBot</a>""",lopezgovlaw,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
354,Beer Bottle Shot Glass Chaser Sets 🎁 #beer #bottle #shot #glass #giftideas #WednesdayWisdom #WednesdayThoughts…,FALSE,1,NA,2/27/19 15:48,TRUE,NA,1.10E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",sundeejo2002,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
355,Feelin this one fo sho! March1st mek it come quick. #Gbedu #Shot,FALSE,0,NA,2/27/19 14:40,FALSE,NA,1.10E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",Chekka,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
356,That look on my face:) ° ° ° ° ° #me #looking #at #my #phone #shot #with #canon #1300 #d #by #my #friend #school…,FALSE,1,NA,2/27/19 13:35,TRUE,NA,1.10E+18,NA,"<a href=\http://instagram.com\"" rel=\""nofollow\"">Instagram</a>""",LucianSPN,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
357,"Nothing to sau, just #shot…",FALSE,0,NA,2/27/19 13:08,FALSE,NA,1.10E+18,NA,"<a href=\http://instagram.com\"" rel=\""nofollow\"">Instagram</a>""",AppeTeo,0,FALSE,FALSE,9.1897,45.4643,,,,,,,,,,,,,,,,,,,,,,
358,Tonight: Ladies Night! Girls grab your free cocktails* 🍹 or 4pegs* of vodka on the house after 7pm . . #lounge…,FALSE,0,NA,2/27/19 12:58,TRUE,NA,1.10E+18,NA,"<a href=\https://www.hootsuite.com\"" rel=\""nofollow\"">Hootsuite Inc.</a>""",rudelounge,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
359,"1 #Shot, 8 Aerials &amp; 2 Tackles Sees Wolves Defender Take MotM - Vitalfootball #TheWanderersFC 🏴󠁧󠁢󠁥󠁮󠁧󠁿…",FALSE,0,NA,2/27/19 12:13,TRUE,NA,1.10E+18,NA,"<a href=\https://footy90.com\"" rel=\""nofollow\"">footy90.com - News</a>""",footy90com,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
360,What an absolute legend this man is! jacq.lorenzo breaking his rib and still charging like a DON!! #respect Here'…,FALSE,0,NA,2/27/19 11:31,TRUE,NA,1.10E+18,NA,"<a href=\http://instagram.com\"" rel=\""nofollow\"">Instagram</a>""",Mifarr,0,FALSE,FALSE,138.2121277,36.87244574,,,,,,,,,,,,,,,,,,,,,,
361,#beat #beats #pop #popular #making #music #musically #soundtrack #sound #shot #pop #hiphop #trying #beatmix #mixpad…,FALSE,1,NA,2/27/19 11:25,TRUE,NA,1.10E+18,NA,"<a href=\http://instagram.com\"" rel=\""nofollow\"">Instagram</a>""",ayongg202_,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
362,"#Abhinandan #MiG 21 #F-16 According to the official representative of the Indian Ministry of Foreign Affairs, Ravi…",FALSE,0,NA,2/27/19 11:12,TRUE,NA,1.10E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",GreenFreedom1,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
363,Pakistan says it has #shot down Indian jets after Kashmir cross-#border #attack,FALSE,0,NA,2/27/19 9:01,FALSE,NA,1.10E+18,NA,"<a href=\http://newsinn.org\"" rel=\""nofollow\"">NewsInn.org</a>""",NewsInnOfficial,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
364,"Join 7 people right now at \This Astronaut Shot Racetracks from Space with a Nikon DSLR\"" #cheers #astonomy…""",FALSE,1,NA,2/27/19 8:46,TRUE,NA,1.10E+18,NA,"<a href=\https://dlvrit.com/\"" rel=\""nofollow\"">dlvr.it</a>""",cheersforspace,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
365,"#Pakistan says it has #shot down two #Indian air force planes after #Kashmir incursion, some #pilots #dead",FALSE,0,NA,2/27/19 8:32,FALSE,NA,1.10E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",hillsideheather,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
366,"#Pakistan says it has #shot down two #Indian air force #planes after Kashmir incursion, some pilots dead",FALSE,0,NA,2/27/19 8:31,FALSE,NA,1.10E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",hillsideheather,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
367,#Pakistan says it has #shot down #Indian #jets after #Kashmir #cross #border #attack,FALSE,0,NA,2/27/19 7:41,FALSE,NA,1.10E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",curtislwalker,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
368,#shhhhhhhhh The dice has been cast. The choice has been made. It is left for us to make the best of it...-Ami…,FALSE,0,NA,2/27/19 7:41,TRUE,NA,1.10E+18,NA,"<a href=\http://instagram.com\"" rel=\""nofollow\"">Instagram</a>""",AMI_thesign,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
369,"#morningtidbit: *Don't just shoot your shot. Choose the target wisely. Sometimes, the prize isn't worth the arrow.*…",FALSE,0,NA,2/27/19 7:32,TRUE,NA,1.10E+18,NA,"<a href=\http://instagram.com\"" rel=\""nofollow\"">Instagram</a>""",Sajurst,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
370,#shot down two Indian aircraft arrest Indian pilot what a shottttttttttttt Oak zindabad,FALSE,0,NA,2/27/19 7:07,FALSE,NA,1.10E+18,NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",SayedWaqarahmad,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
371,"#India #fakes again! #F16 was not #shot down, it fell due to #Lack of fuel #Pakistan #IAF #surgicalstrike…",FALSE,0,NA,2/27/19 6:52,TRUE,NA,1.10E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",Mr_Skyee,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
372,"Dear #India, that's how to do it. #shot in broad day light, debris, #footage and #pilot arrested. Alas..few joys ar…",FALSE,24,NA,2/27/19 6:48,TRUE,NA,1.10E+18,NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",ideas2025,16,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
373,"#Budgam news : #Indian media says, #MIG21 failed due to #technical failure, #Pakistan's media says, they #shot down…",FALSE,4,NA,2/27/19 6:15,TRUE,NA,1.10E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",aakashhindocha,1,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
374,NICE DAY FOR EVERYONE 😀📷❤️ #ISTRIA #CROATIA #planet #Earth #countryside #environment #heritage #walking #Hiking…,FALSE,98,NA,2/27/19 6:13,TRUE,NA,1.10E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",drago_karlo,25,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
375,Selfie of today #selfie #today #wednesday #model #pose #glasses #sunglasses #sunny #bright #iphone #photography…,FALSE,1,NA,2/27/19 6:05,TRUE,NA,1.10E+18,NA,"<a href=\http://instagram.com\"" rel=\""nofollow\"">Instagram</a>""",LUTIKRISS_,1,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
376,Another clip from tonight saving the boys so we can do some more damage! #twitch #twitchprime #twitchclips #dope…,FALSE,6,NA,2/27/19 5:44,TRUE,NA,1.10E+18,NA,"<a href=\https://ifttt.com\"" rel=\""nofollow\"">IFTTT</a>""",TheCobraffe,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
379,UPPER COOMERA SHOOTING: @QldPolice allege a group of men went to a home in Kumnick Street at 8.30 last night and…,FALSE,0,NA,2/27/19 4:58,TRUE,NA,1.10E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",WINNews_NNSW_GC,1,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
380,".@nswpolice ON THE HUNT for two men in #ByronBay, following a man was allegedly #shot in #Victoria. Meanwhile in…",FALSE,0,NA,2/27/19 4:55,TRUE,NA,1.10E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",WINNews_NNSW_GC,1,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
381,#HeadlineNews An #alleged #hijacker is in a serious condition after being #shot several times by an armed response…,FALSE,0,NA,2/27/19 4:05,TRUE,NA,1.10E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",Newsbreak_Lotus,1,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
382,Museum #shot #art #culture #museum #MON #cwb #PR #BR #travelphotography #shotoniphone #tourist #pilot #engineering…,FALSE,0,NA,2/27/19 4:03,TRUE,NA,1.10E+18,NA,"<a href=\http://instagram.com\"" rel=\""nofollow\"">Instagram</a>""",wesleywisenfath,0,FALSE,FALSE,-49.26703402,-25.4096518,,,,,,,,,,,,,,,,,,,,,,
383,"Join 4 people right now at \Here Are The 10 Winners Of Apples Shot On iPhone Photography Challenge\"" #cheers…""",FALSE,1,NA,2/27/19 3:48,TRUE,NA,1.10E+18,NA,"<a href=\https://dlvrit.com/\"" rel=\""nofollow\"">dlvr.it</a>""",camera_cheers,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
384,🧣#Winter2019❄️ The #intensity of #sunshine wafts the natural #effect of the #shimmer inside the ©️#Bay🌅 and thus ch…,FALSE,2,NA,2/27/19 3:16,TRUE,NA,1.10E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",bay2O19,1,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
385,Squats? i thought you said shots 🥃😂 #squats #squat #squatbooty #squatsquatsquat #gym #shots #shot #gymmotivation…,FALSE,2,NA,2/27/19 3:12,TRUE,NA,1.10E+18,NA,"<a href=\http://instagram.com\"" rel=\""nofollow\"">Instagram</a>""",JazlynnsDesigns,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
386,It's called smart #Shot,FALSE,0,NA,2/27/19 2:30,FALSE,NA,1.10E+18,NA,"<a href=\http://help.me/tim/im/trapped/in/a/small/mime.box\"" rel=\""nofollow\"">stop-immediate</a>""",stop_immediate,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
387,POTD: Minigun &amp; Russian Missile Cruiser Marshall Ustinov through the Channel #shot #rifles,FALSE,0,NA,2/27/19 1:02,FALSE,NA,1.10E+18,NA,"<a href=\https://dlvrit.com/\"" rel=\""nofollow\"">dlvr.it</a>""",predatorhunting,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
388,"In this #shot I put part of my #heart, is one of those few #times in here I created a small #story, in this case a…",FALSE,13,NA,2/27/19 0:02,TRUE,NA,1.10E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",GriffoniCarlo,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
389,@Macys I guess this is from #Macy’s to see if that for me for all #customers I don’t know no if I was going to be…,FALSE,0,Macys,2/26/19 23:19,TRUE,NA,1.10E+18,50687788,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",BraheemNYC,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
391,@SimonsAdviser @andreajenkyns @theresa_may @10DowningStreet @PhilipHammondUK @sajidjavid @SteveBarclay @michaelgove…,FALSE,1,SimonsAdviser,2/26/19 22:59,TRUE,1.10E+18,1.10E+18,448516309,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",libbyrp,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
392,An #amazing #candid #shot #picture of both #super #talented #artist #actors of #thegreatestshowman #zacefron and…,FALSE,2,NA,2/26/19 22:58,TRUE,NA,1.10E+18,NA,"<a href=\http://instagram.com\"" rel=\""nofollow\"">Instagram</a>""",GillesMontezin,1,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
393,Wanted to try out the #spiderverse style on my #animchallenge submission. I had a lot of fun with this one and I'm…,FALSE,3,NA,2/26/19 22:18,TRUE,NA,1.10E+18,NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",JustinMilgate,1,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
394,"🚨WOAH! Driver of Car That Shot 2Pac Was Killed Inside the \Chief Keef Glo Shop\"" in 2015 #2pac #tupac #chiefkeef…""",FALSE,0,NA,2/26/19 21:57,TRUE,NA,1.10E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",UpdatesCulture,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
395,#photooftheday for #tushietuesday !!! #behindthescenes from my #calendarshoot #bts myfavoritebikinigirls jenniferwa…,FALSE,1,NA,2/26/19 21:48,TRUE,NA,1.10E+18,NA,"<a href=\http://instagram.com\"" rel=\""nofollow\"">Instagram</a>""",SheenaLee1229,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
396,ISTRIAN WEST SIDE OF THE #ADRIATIC #SEA 😀📷❤️ #ISTRIA #CROATIA #planet #Earth #countryside #environment #heritage…,FALSE,74,NA,2/26/19 21:13,TRUE,NA,1.10E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",drago_karlo,18,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
397,Pair who allegedly #shot detective in #Melbourne could be hiding out in #byronbay,FALSE,0,NA,2/26/19 21:06,FALSE,NA,1.10E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",Echonetdaily,1,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
398,"@GillieTony There have been all sorts of #temptations, such as driving round with a couple in my boot so I can plan…",FALSE,2,GillieTony,2/26/19 21:04,TRUE,1.10E+18,1.10E+18,4288869151,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",Conecclesia,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
399,I guess this is from #Macy’s to see if that for me for all #customers I don’t know no if I was going to be #sick or…,FALSE,0,NA,2/26/19 20:27,TRUE,NA,1.10E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",BraheemNYC,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
400,A few aerial #shot of the @MottramHall hotel near #Wilmslow #Cheshire from our weekend shoot #drone…,FALSE,8,NA,2/26/19 20:05,TRUE,NA,1.10E+18,NA,"<a href=\https://buffer.com\"" rel=\""nofollow\"">Buffer</a>""",RichTvUK,4,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
401,#Wolf #shot chasing #cattle on E. #Washington #ranch,FALSE,1,NA,2/26/19 19:00,FALSE,NA,1.10E+18,NA,"<a href=\http://www.facebook.com/twitter\"" rel=\""nofollow\"">Facebook</a>""",WldlifeDefence,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
402,#BigDog music video #comingSoon ‼️😳🤯 #shot by @TSIMSFILMS 📽🎞 #wshh #saycheesetv #repost @WORLDSTAR @Saycheese_Media…,FALSE,0,NA,2/26/19 18:18,TRUE,NA,1.10E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",Thefamousar,1,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
403,✌🏻ℙ𝕖𝕒𝕔𝕖✌🏻 Mavic 2 Pro w/@_PolarPro ND8/PL. #winter #riverside #chill #frenchalps #drone #quadcopter #dji #djiglobal…,FALSE,2,NA,2/26/19 18:01,TRUE,NA,1.10E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",DroneMood,4,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
404,Pics shot by mi a1. Testing camera Awesome pics!! #shot #shotonmia1 #shotinbangalore #selfie #selflove #love…,FALSE,1,NA,2/26/19 17:54,TRUE,NA,1.10E+18,NA,"<a href=\http://instagram.com\"" rel=\""nofollow\"">Instagram</a>""",TheDabbaMan,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
405,@chrisbleck we need you to pull out the Mindy soundbite “I challenge you to try”..... very very disappointed in…,FALSE,2,chrisbleck,2/26/19 17:09,TRUE,NA,1.10E+18,228212745,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",Iamvick,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
406,Mentally scarred from dam #shot,FALSE,5,NA,2/26/19 16:59,FALSE,NA,1.10E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",_Will_Benson,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
407,#Worldwide #Information #Blogger #LucSchrijvers: #News #Wales #Online #Nurse #wrongly #paid £25k after #quitting |…,FALSE,0,NA,2/26/19 16:50,TRUE,NA,1.10E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",lucschrijvers,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
408,Since I’m #banned from #posting on #facebook for 30 #days might as well share my #work here on #instagram with a…,FALSE,1,NA,2/26/19 16:49,TRUE,NA,1.10E+18,NA,"<a href=\http://instagram.com\"" rel=\""nofollow\"">Instagram</a>""",DavidMecey,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
409,#leahmckenzie #artist #singersongwriter #model #host #faceofcroydon #entertainer #future #millionaireinthemaking…,FALSE,1,NA,2/26/19 16:24,TRUE,NA,1.10E+18,NA,"<a href=\http://instagram.com\"" rel=\""nofollow\"">Instagram</a>""",OFFICIALLEAHMC2,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
