no,text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude,,,,,,,,,,,,,,,,,,,,,,
274,Baloxavir marboxil (Xofluza™) is the newest flu antiviral FDA approved prescription for patients 12 yrs and older w…,FALSE,0,NA,3/4/19 20:02,TRUE,NA,1.10E+18,NA,"<a href=\https://www.hootsuite.com\"" rel=\""nofollow\"">Hootsuite Inc.</a>""",viracoreurofins,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
275,Some good news: people are more likely to wash their hands during #flu season.,FALSE,3,NA,3/4/19 19:55,FALSE,NA,1.10E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",janitor_mag,1,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
276,Widespread #flu activity continues. Wash your hands! #kidsdr,FALSE,3,NA,3/4/19 19:49,FALSE,NA,1.10E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",TheKidsDoctor,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
277,#STUDY: #Homeopathy Is Useful for Prevention of #Flu &amp; Acute Respiratory Tract Infections,FALSE,0,NA,3/4/19 19:48,FALSE,NA,1.10E+18,NA,"<a href=\http://ViraBurnayeva.com\"" rel=\""nofollow\"">Vaccines and Homeopathy News</a>""",ViraBurnayeva,1,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
278,Flu blamed for child's death in Galveston County. #Texas continues to be a hot spot for #flu cases and now another…,FALSE,0,NA,3/4/19 19:41,TRUE,NA,1.10E+18,NA,"<a href=\http://www.socialnewsdesk.com\"" rel=\""nofollow\"">SocialNewsDesk</a>""",KCENNews,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
279,"My little guy was sick recently, but still slept like a champ thanks to his great #sleep habits! Raise your hand i…",FALSE,0,NA,3/4/19 19:30,TRUE,NA,1.10E+18,NA,"<a href=\https://ads-api.twitter.com\"" rel=\""nofollow\"">Twitter Ads Composer</a>""",SleepWiseCsltg,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
280,"With so many different bugs around at the moment, this soup is just what our immune system needs to keep us healthy…",FALSE,0,NA,3/4/19 19:26,TRUE,NA,1.10E+18,NA,"<a href=\http://www.facebook.com/twitter\"" rel=\""nofollow\"">Facebook</a>""",stressbustersUK,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
281,"If successful, this could be a total game-changer. #flu #vaccines",FALSE,0,NA,3/4/19 19:20,FALSE,NA,1.10E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",RobynCorrell,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
282,Widespread #flu activity is still being reported by 49 states and Puerto Rico.,FALSE,0,NA,3/4/19 19:12,FALSE,NA,1.10E+18,NA,"<a href=\https://sproutsocial.com\"" rel=\""nofollow\"">Sprout Social</a>""",sambucolusa,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
283,What is aspiration? @mnt_flu #flu,FALSE,0,NA,3/4/19 19:10,FALSE,NA,1.10E+18,NA,"<a href=\http://www.medicalnewstoday.com\"" rel=\""nofollow\"">MedicalNewsToday</a>""",mnt_flu,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
284,Another way people are using Under the Weather® Pods –– to keep from being under the #weather. 😆 #undertheweather…,FALSE,6,NA,3/4/19 19:04,TRUE,NA,1.10E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",UNDERtWEATHER,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
285,"Until next time, stay well, stay healthy and be kind to yourself. ❤ Much Love, Becs x #Sick #Flu #SelfCare…",FALSE,0,BeckaBlog,3/4/19 19:01,TRUE,1.10E+18,1.10E+18,1.09E+18,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",BeckaBlog,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
286,"Reduce your risk for #health conditions like high blood pressure, #diabetes, and the #flu by using your #Medicare p…",FALSE,1,NA,3/4/19 19:01,TRUE,NA,1.10E+18,NA,"<a href=\http://meetcortex.com\"" rel=\""nofollow\"">Cortex Automation</a>""",MyMedicareNCOA,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
287,There are still weeks of #flu activity remaining—which means there is still time to get a flu shot! Find a flu shot…,FALSE,2,NA,3/4/19 19:00,TRUE,NA,1.10E+18,NA,"<a href=\https://about.twitter.com/products/tweetdeck\"" rel=\""nofollow\"">TweetDeck</a>""",PAHealthDept,6,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
288,@AlanFreestone @TheKidKidDoc 1 in 1Mil.? x127Mil. #flu vaccine doses every year = ~127 people with injury x8.5Mil…,FALSE,0,kuriousmind93,3/4/19 18:52,TRUE,1.10E+18,1.10E+18,9.58E+17,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",kuriousmind93,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
289,I’m so sick I wanna die #flu #spring,FALSE,0,NA,3/4/19 18:50,FALSE,NA,1.10E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",acconajo,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
290,When and for which populations is testing recommended to identify pathogens that cause the #flu and other respirato…,FALSE,4,NA,3/4/19 18:45,TRUE,NA,1.10E+18,NA,"<a href=\http://pardot.com\"" rel=\""nofollow\"">Pardot</a>""",ARUPLabs,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
291,My man cold is in full effect! #mancold #Parenting #dadlife #parenthood #dad #sickday #flu #parentinglife,FALSE,3,NA,3/4/19 18:41,FALSE,NA,1.10E+18,NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",dadvshumanity,1,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
292,Homemade chicken noodle soup and homemade #elderberrysyrup for my baby boy since this flu got him down…,FALSE,0,NA,3/4/19 18:35,TRUE,NA,1.10E+18,NA,"<a href=\https://ifttt.com\"" rel=\""nofollow\"">IFTTT</a>""",FabStarr55,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
293,Follow @CDCFlu for #fluseason updates and tips to protect yourself and your family from #flu.…,FALSE,42,NA,3/4/19 18:27,TRUE,NA,1.10E+18,NA,"<a href=\https://sproutsocial.com\"" rel=\""nofollow\"">Sprout Social</a>""",CDCgov,29,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
294,"If you have the #flu during a big #snow storm what to do? Make a big teapot of Salabat, the #Filipino ginger #tea.…",FALSE,0,NA,3/4/19 18:25,TRUE,NA,1.10E+18,NA,"<a href=\http://instagram.com\"" rel=\""nofollow\"">Instagram</a>""",BettyAnnQuirino,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
295,"#DidYouKnow that there's new technology available to help diagnose the flu faster? Find out more about it, plus mor…",FALSE,1,NA,3/4/19 18:21,TRUE,NA,1.10E+18,NA,"<a href=\https://coschedule.com\"" rel=\""nofollow\"">CoSchedule</a>""",faithhealthhome,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
296,"We're approaching #spring, but not the peak of #flu season yet. In fact, #FluGuy says there's another strain of the…",FALSE,1,NA,3/4/19 18:21,TRUE,NA,1.10E+18,NA,"<a href=\https://about.twitter.com/products/tweetdeck\"" rel=\""nofollow\"">TweetDeck</a>""",DHSWI,1,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
297,Suffering with flu? Feeling poorly? We have been there. Take a look at this great post #flu #Australia,FALSE,0,NA,3/4/19 18:00,FALSE,NA,1.10E+18,NA,"<a href=\https://www.socialoomph.com\"" rel=\""nofollow\"">SocialOomph</a>""",mumthatsme,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
298,Still caught in the dregs of flu. I will not set foot into that billowy frosting outside. I need the thickest book…,FALSE,0,NA,3/4/19 17:50,TRUE,NA,1.10E+18,NA,"<a href=\http://instagram.com\"" rel=\""nofollow\"">Instagram</a>""",MajestyJames1,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
299,The latest CDC flu forecast predicts that the #flu is peaking and will continue this month. Here's what patients ca…,FALSE,0,NA,3/4/19 17:45,TRUE,NA,1.10E+18,NA,"<a href=\https://www.hootsuite.com\"" rel=\""nofollow\"">Hootsuite Inc.</a>""",TVoxSolutions,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
300,I see myself after 15 years somewhere at a random gloomy restaurant jaha mein naak saf kr rahi hu gi. #flu,FALSE,4,NA,3/4/19 17:41,FALSE,NA,1.10E+18,NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",Yelda_O,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
301,The #flu is going around... does that make you feel grossed out about shaking hands? Advice here:…,FALSE,0,NA,3/4/19 17:36,TRUE,NA,1.10E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",KathrynDWagner,1,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
302,"#DrDeckerWeiss live @KFNX_Headlines \Successful Aging\"" for discussion on how to handle #flu the natural way and wha…""",FALSE,2,NA,3/4/19 17:35,TRUE,NA,1.10E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",PitchAmy,2,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
303,CDC: Dangerous #flu strain overtakes H1N1 this season,FALSE,0,NA,3/4/19 17:31,FALSE,NA,1.10E+18,NA,"<a href=\https://www.hootsuite.com\"" rel=\""nofollow\"">Hootsuite Inc.</a>""",isirvAVG,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
304,I’m #vaccinated against #flu (thanks to the lovely @OlutayoArikawe) but still struggling to convince people around…,FALSE,8,NA,3/4/19 17:26,TRUE,NA,1.10E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",JaneLambertECG,1,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
305,"Flu is contagious! Symptoms can appear abruptly and may include fever, chills, or cough. Read more about #flu sym…",FALSE,42,NA,3/4/19 17:22,TRUE,NA,1.10E+18,NA,"<a href=\https://sproutsocial.com\"" rel=\""nofollow\"">Sprout Social</a>""",CDCFlu,48,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
306,If you are over 65 #flu can be serious. It is not too late to get your flu jab. Speak to your GP or pharmacist today and #HelpUsToHelpYou,FALSE,0,NA,3/4/19 17:16,FALSE,NA,1.10E+18,NA,"<a href=\https://about.twitter.com/products/tweetdeck\"" rel=\""nofollow\"">TweetDeck</a>""",NHSWandsworth,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
307,MDBox was built to give you greater access to quality healthcare at a lower cost. #Telemedicine #DallasMoms…,FALSE,0,NA,3/4/19 17:09,TRUE,NA,1.10E+18,NA,"<a href=\https://www.hootsuite.com\"" rel=\""nofollow\"">Hootsuite Inc.</a>""",MDBoxapp,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
308,Spot flu symptoms in kids and know your treatment options. #flushot #fluseason #flu,FALSE,0,NA,3/4/19 17:09,FALSE,NA,1.10E+18,NA,"<a href=\https://sproutsocial.com\"" rel=\""nofollow\"">Sprout Social</a>""",ParkNicollet,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
309,"#Flu season is in full swing. According to the @CAPublicHealth, there have been 235 flu related deaths since 10/201…",FALSE,15,NA,3/4/19 17:08,TRUE,NA,1.10E+18,NA,"<a href=\https://www.hootsuite.com\"" rel=\""nofollow\"">Hootsuite Inc.</a>""",EdEllisonMD,6,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
310,Lord keep my fam and dearest to me sheltered away from this seasonal sickness #flu #Cold #allergies etc,FALSE,2,NA,3/4/19 17:04,FALSE,NA,1.10E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",gaye_spot,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
312,Think You Have the Flu? Don't Hesitate to Come In ( #Tamiflu #ChulaVista,FALSE,0,NA,3/4/19 17:03,FALSE,NA,1.10E+18,NA,"<a href=\https://www.hootsuite.com\"" rel=\""nofollow\"">Hootsuite Inc.</a>""",CardiologyOf,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
313,"The truth is, the flu shot won’t give you the flu, but not getting it can mean dire consequences for you and others…",FALSE,1,NA,3/4/19 17:02,TRUE,NA,1.10E+18,NA,"<a href=\https://www.hootsuite.com\"" rel=\""nofollow\"">Hootsuite Inc.</a>""",WalkerFamCare,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
314,This year's flu shot is less than 50% effective. Is a universal flu vaccine the answer to preventing the #flu?…,FALSE,0,NA,3/4/19 17:02,TRUE,NA,1.10E+18,NA,"<a href=\https://www.hootsuite.com\"" rel=\""nofollow\"">Hootsuite Inc.</a>""",marthagipprich,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
315,"While flu season is beginning to wind down, you're still susceptible to contracting it. You can also usually tell i…",FALSE,0,NA,3/4/19 17:01,TRUE,NA,1.10E+18,NA,"<a href=\https://www.hootsuite.com\"" rel=\""nofollow\"">Hootsuite Inc.</a>""",georgesjabalymd,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
316,Could it be #flu? #influenza,FALSE,0,NA,3/4/19 17:01,FALSE,NA,1.10E+18,NA,"<a href=\https://www.socialjukebox.com\"" rel=\""nofollow\"">The Social Jukebox</a>""",drkdhoffman,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
317,#MondayMotivation: Beat the #Flu in the office this #FluSeason with these expert tips:,FALSE,0,NA,3/4/19 17:00,FALSE,NA,1.10E+18,NA,"<a href=\https://www.hootsuite.com\"" rel=\""nofollow\"">Hootsuite Inc.</a>""",RockfordMutual,1,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
318,"@ByLaTinaEmerson I wonder if that universal #flu vaccine will be more effective then \La Technique\"".""",FALSE,0,ByLaTinaEmerson,3/4/19 16:56,FALSE,1.10E+18,1.10E+18,145740052,"<a href=\https://about.twitter.com/products/tweetdeck\"" rel=\""nofollow\"">TweetDeck</a>""",Flu_Killer,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
319,Hate that she's sick. Never hate extra cuddle time though. ❤️❤️#strepthroat #flu #lysoleverything…,FALSE,0,NA,3/4/19 16:54,TRUE,NA,1.10E+18,NA,"<a href=\https://ifttt.com\"" rel=\""nofollow\"">IFTTT</a>""",JessAnnaSharp,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
321,Vaccines for #emergingviruses: Ups and downs in #dengue and #influenza #vaccination - come to our symposium &amp; learn…,FALSE,2,NA,3/4/19 16:51,TRUE,NA,1.10E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",gcevd,1,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
322,TYPICAL #BBC NEWS ITEM LINE UP #CANCER #ANTICORBYN #FOOTBALL #CANCER #AS #ANTICORBYN STORM #FREYA #CANCER #SPACEX #SPACE #FLU #CANCER,FALSE,0,NA,3/4/19 16:34,FALSE,NA,1.10E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",jasdude,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
323,Done! Closed my Amazon acct. Am no longer @amazon for censoring #books films Pharma doesn't like. Drs nurses sellou…,FALSE,4,NA,3/4/19 16:15,TRUE,NA,1.10E+18,NA,"<a href=\https://about.twitter.com/products/tweetdeck\"" rel=\""nofollow\"">TweetDeck</a>""",CollChris,1,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
324,FREE SAMPLE - Emergen-C Vitamin Drink #Flu #cold #vitamins #supplements…,FALSE,1,NA,3/4/19 16:14,TRUE,NA,1.10E+18,NA,"<a href=\https://buffer.com\"" rel=\""nofollow\"">Buffer</a>""",GroovyFreeStuff,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
325,Don’t wait...vaccinate! #flu,FALSE,5,NA,3/4/19 16:04,FALSE,NA,1.10E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",HCAhealthcare,4,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
326,.@BGOV @business The Flu Is Spreading Across America a Little Later This Season @FayCortez…,FALSE,0,NA,3/4/19 15:54,TRUE,NA,1.10E+18,NA,"<a href=\https://about.twitter.com/products/tweetdeck\"" rel=\""nofollow\"">TweetDeck</a>""",phsu54,1,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
327,Widespread #flu activity is being reported by 49 states and Puerto Rico. Help stop the spread of flu and take 3 act…,FALSE,42,NA,3/4/19 15:53,TRUE,NA,1.10E+18,NA,"<a href=\https://sproutsocial.com\"" rel=\""nofollow\"">Sprout Social</a>""",CDCFlu,55,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
328,"#Yoga teacher: soften your mind. Me: ...I can soften my face but dunno how to soften my mind. Plus, I hate it when…",FALSE,0,NA,3/4/19 15:50,TRUE,NA,1.10E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",mashasrin,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
329,Please there are preventative #pneumonia shots for seniors— &amp; there are senior doses of #flu shots too. Not sure ab…,FALSE,0,NA,3/4/19 15:43,TRUE,NA,1.10E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",WinSpinCIC,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
330,Did you know that transplant patients are at an increased risk of having severe complications from #flu?…,FALSE,2,NA,3/4/19 15:35,TRUE,NA,1.10E+18,NA,"<a href=\https://www.hootsuite.com\"" rel=\""nofollow\"">Hootsuite Inc.</a>""",StateHealthIN,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
331,"What's the worst non-life-threatening illness? I'm talking colds, diarrhea, pink eye... For me it's Strep Throat.…",FALSE,2,NA,3/4/19 15:28,TRUE,NA,1.10E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",1003TheBear,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
332,#FluFact: It takes 2 weeks after getting the #flu vaccine for protective antibodies to start to work #ReadyForFlu,FALSE,0,NA,3/4/19 15:10,FALSE,NA,1.10E+18,NA,"<a href=\https://www.hootsuite.com\"" rel=\""nofollow\"">Hootsuite Inc.</a>""",NHSaaa,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
333,"I uploaded a new episode, \Elderberry the Flu and You with the Herbal Prepper\"""," on #spreaker #elderberry #firstaid…""",FALSE,0,NA,3/4/19 14:45,TRUE,NA,1.10E+18,NA,"<a href=\https://www.spreaker.com\"" rel=\""nofollow\"">Spreaker</a>""",iamlibertyshow,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,
334,Anyway I went to school with my trousers ripped at the seams and a massive headache because #flu. 5/10 rating this day.,FALSE,0,NA,3/4/19 14:37,FALSE,NA,1.10E+18,NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",yaaseenpinetown,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
335,Are you helping to #fightflu? Protect yourself and others with these 3 actions: Get a #flu vaccine. ✔️ Practice h…,FALSE,1,NA,3/4/19 14:33,TRUE,NA,1.10E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",HealthyStMarys,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
336,Last year @CDCgov reported &gt;80K deaths related to #Flu. March article @AMJPublicHealth w/ author’s @UNCG_PHE…,FALSE,3,NA,3/4/19 14:32,TRUE,NA,1.10E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",AJPHThinkTank,1,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
337,Hearing and #cold &amp; #flu season! With a head cold fluid can build up in the #middleear making it hard for sounds to…,FALSE,0,NA,3/4/19 14:30,TRUE,NA,1.10E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",HTG_Audio,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
338,Everything You Need to Know About the Flu #bidmc #flu,FALSE,0,NA,3/4/19 14:30,FALSE,NA,1.10E+18,NA,"<a href=\https://www.blog2social.com\"" rel=\""nofollow\"">Blog2Social APP</a>""",TheBioConnect,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
339,"To avoid accidentally overdosing on #acetaminophen, @SimplyTasheena sets alarms on her phone in between each dose.…",FALSE,2,NA,3/4/19 14:27,TRUE,NA,1.10E+18,NA,"<a href=\https://about.twitter.com/products/tweetdeck\"" rel=\""nofollow\"">TweetDeck</a>""",KnowYourDose,2,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
340,The #flu is spreading across America a little later this season:,FALSE,0,NA,3/4/19 14:21,FALSE,NA,1.10E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",Rndubois,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
341,Missing - influenza B virus 🦠 #influenza #flu #Canada,FALSE,1,NA,3/4/19 14:21,FALSE,NA,1.10E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",akelvinlab,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
342,Vaccitech Awarded @BARDA contract valued at $8.5M to conduct Phase II trial for Influenza Vaccine #flu #vaccine,FALSE,4,NA,3/4/19 14:19,FALSE,NA,1.10E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",VaccitechLtd,2,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
343,CDC: Dangerous flu strain overtakes H1N1 this season #flu #influenza #cdc,FALSE,2,NA,3/4/19 14:09,FALSE,NA,1.10E+18,NA,"<a href=\https://buffer.com\"" rel=\""nofollow\"">Buffer</a>""",Change_HC,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
346,#MondayMotivation Want to avoid catching a cold? Strengthen your immune system by eating whole foods loaded with k…,FALSE,2,NA,3/4/19 14:00,TRUE,NA,1.10E+18,NA,"<a href=\http://www.salesforce.com\"" rel=\""nofollow\"">Salesforce - Social Studio</a>""",MyFranciscan,1,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
347,This Ginger/garlic tea better be worth the several taste buds lost here #Flu,FALSE,0,NA,3/4/19 13:56,FALSE,NA,1.10E+18,NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",OkayOshane,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
348,"#Flu activity is widespread across the U.S., but we haven’t hit peak season yet. It's not too late to get your…",FALSE,0,NA,3/4/19 13:39,TRUE,NA,1.10E+18,NA,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",NoraConnect,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
349,"It's not too late to get the #flu vaccine. It takes about two weeks for protection to kick in, so get it now.…",FALSE,1,NA,3/4/19 13:32,TRUE,NA,1.10E+18,NA,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",HealthyPinellas,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
350,It’s Not Over Yet: The #Flu Is Still Spreading This Year #itsnottoolate #focusonflu,FALSE,3,NA,3/4/19 13:26,FALSE,NA,1.10E+18,NA,"<a href=\https://www.hootsuite.com\"" rel=\""nofollow\"">Hootsuite Inc.</a>""",healthyky,1,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
351,"Does anyone have a magic wand to send flu packing? It's getting on my nerves, but Ruby is keeping me company on the…",FALSE,33,NA,3/4/19 13:25,TRUE,NA,1.10E+18,NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",Janine_Moore71,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
352,CDC provides constant updates on flu outbreaks nationwide #flu #influenza,FALSE,0,NA,3/4/19 13:10,FALSE,NA,1.10E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",Bossoft,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
353,"Evidently, #flu can caused elevated resting heart rate. @fitbit",FALSE,0,NA,3/4/19 13:02,FALSE,NA,1.10E+18,NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",yoursunny,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
354,Kid #1 down w ROUND TWO of the flu! ☹️☹️🤧🤧 Yay... #flu,FALSE,0,NA,3/4/19 13:01,FALSE,NA,1.10E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",Ezra_Nola,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
355,Flu season's been pretty quiet this year—here's why #technology #rnjit #information #health…,FALSE,0,NA,3/4/19 13:01,TRUE,NA,1.10E+18,NA,"<a href=\https://www.hootsuite.com\"" rel=\""nofollow\"">Hootsuite Inc.</a>""",rnjitbd,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
356,\My colleague Marci Mearns and I are offering our flu prophylaxis program again this year," here’s the signup info f…""",FALSE,0,NA,3/4/19 13:00,TRUE,NA,1.10E+18,NA,"<a href=\https://missinglettr.com\"" rel=\""nofollow\"">Missinglettr</a>""",edipfeiffer,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,
357,Seeking freedom from PTSD or C-PTSD #Cold #Flu #20THC 2:30AM #04Mar2019,FALSE,0,NA,3/4/19 12:59,FALSE,NA,1.10E+18,NA,"<a href=\http://www.mindfulnessbasedtraumatreatment.com/\"" rel=\""nofollow\"">MBTT</a>""",MBTT_com,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,
